intron	logef	AD	CTRL	deltapsi
chr10:11165682:11217425:clu_1071_+	-0.0711906694119064	0.401630691394673	0.402098410875123	0.000467719480450157
chr10:11165682:11249153:clu_1071_+	0.153376371011603	0.0204778862208944	0.0256636731785407	0.00518578695764627
chr10:11217507:11249153:clu_1071_+	-0.0821857015996964	0.577891422384433	0.572237915946337	-0.00565350643809648
chr10:11257872:11266598:clu_1072_+	0.0129431814449599	0.369168761813132	0.374220393055507	0.00505163124237529
chr10:11257872:11270666:clu_1072_+	-0.00360698485690959	0.0711934340143169	0.0709830737325205	-0.000210360281796315
chr10:11266677:11270666:clu_1072_+	-0.00933619658805034	0.559637804172551	0.554796533211973	-0.00484127096057896
chr10:12761086:12769673:clu_1074_+	-0.216918293353936	0.971034533974666	0.955993810856191	-0.0150407231184754
chr10:12769416:12769673:clu_1074_+	0.216918293353936	0.0289654660253338	0.0440061891438091	0.0150407231184753
chr10:13116340:13118888:clu_1075_+	0.0482124464384095	0.866352710881407	0.87712833154105	0.010775620659643
chr10:13116340:13118906:clu_1075_+	-0.0482124464384095	0.133647289118593	0.12287166845895	-0.0107756206596431
chr10:13100302:13108138:clu_1076_+	0.197849675580858	0.036799420967327	0.0433778132476244	0.00657839228029734
chr10:13100302:13109112:clu_1076_+	0.0454452145180337	0.815192097737193	0.825084092613378	0.00989199487618442
chr10:13108289:13108962:clu_1076_+	-0.0871346700410194	0.0223499992717076	0.0198123984739858	-0.00253760079772174
chr10:13108289:13109112:clu_1076_+	-0.0861783111295246	0.109935729508225	0.097546961217489	-0.0123887682907356
chr10:13109015:13109112:clu_1076_+	-0.0699819089283476	0.0157227525155474	0.014178734447523	-0.0015440180680244
chr10:13109288:13110180:clu_1077_+	0.0440305345375371	0.0279582899339606	0.0304536067251787	0.00249531679121812
chr10:13109288:13110274:clu_1077_+	-0.0440305345375371	0.972041710066039	0.969546393274821	-0.00249531679121795
chr10:13587152:13597458:clu_1078_+	-0.0930180747985417	0.974749477188292	0.969742822651065	-0.00500665453722771
chr10:13591888:13597458:clu_1078_+	0.0930180747985417	0.0252505228117076	0.0302571773489354	0.00500665453722777
chr10:13597535:13597645:clu_1079_+	0.122974726335056	0.322629601866082	0.363156435525267	0.0405268336591847
chr10:13597535:13600244:clu_1079_+	-0.249497054672727	0.362462301398161	0.281118830213919	-0.0813434711842427
chr10:13597671:13600244:clu_1079_+	0.126522328337671	0.314908096735757	0.355724734260815	0.0408166375250578
chr10:17991303:17993181:clu_1082_+	-0.0418893210097074	0.185848077839744	0.176294817361884	-0.00955326047786001
chr10:17991303:17995656:clu_1082_+	-0.176779211163437	0.44390700716786	0.367952312857117	-0.0759546943107429
chr10:17993291:17995656:clu_1082_+	0.218668532173145	0.370244914992396	0.455752869780999	0.085507954788603
chr10:21538912:21557621:clu_1088_+	-0.25300280582901	0.0865276493269991	0.0723075173867719	-0.0142201319402272
chr10:21538912:21586294:clu_1088_+	-0.0594938790600606	0.59071149384921	0.599023452034759	0.00831195818554853
chr10:21557824:21586294:clu_1088_+	-0.127528144134805	0.291128368725561	0.275807470502172	-0.0153208982233883
chr10:21572026:21586294:clu_1088_+	0.440024829023875	0.03163248809823	0.0528615600762971	0.0212290719780671
chr10:22318306:22318653:clu_1089_+	0.43915512652301	0.6298385956087	0.694182642223014	0.0643440466143136
chr10:22318306:22318959:clu_1089_+	-0.713973566024681	0.0686827167481506	0.023894311291069	-0.0447884054570816
chr10:22318862:22318959:clu_1089_+	0.274818439501671	0.301478687643149	0.281923046485917	-0.019555641157232
chr10:22321696:22326431:clu_1090_+	0.0180377962621824	0.893102911650953	0.900798994958849	0.00769608330789517
chr10:22322170:22326431:clu_1090_+	-0.169361119091068	0.0758768283669281	0.063452573678481	-0.0124242546884472
chr10:22326076:22326431:clu_1090_+	0.151323322828886	0.0310202599821184	0.0357484313626704	0.004728171380552
chr10:27509930:27526828:clu_1096_+	-0.0315481124279589	0.323466000282602	0.313599439890396	-0.00986656039220579
chr10:27509930:27532507:clu_1096_+	-0.0394674825400035	0.0121620854726447	0.0116981006145587	-0.000463984858085995
chr10:27526889:27532507:clu_1096_+	-0.000317481323805257	0.387902033248629	0.388000233257482	9.82000088532997e-05
chr10:27526889:27533928:clu_1096_+	0.035557151011401	0.00540795837240754	0.00560690794044536	0.00019894956803782
chr10:27533853:27533928:clu_1096_+	0.0357759252803667	0.271061922623717	0.281095318297118	0.0100333956734008
chr10:28533007:28533998:clu_1097_+	0.0492173227569949	0.167019638087896	0.181166536516232	0.0141468984283363
chr10:28533620:28533998:clu_1097_+	-0.0492173227569949	0.832980361912104	0.818833463483768	-0.0141468984283364
chr10:28534034:28535544:clu_1098_+	0.107330211584961	0.210641459100749	0.209561998819922	-0.00107946028082692
chr10:28534034:28535562:clu_1098_+	0.123077834781374	0.764968066376546	0.77312744325175	0.00815937687520463
chr10:28534182:28535562:clu_1098_+	-0.230408046366335	0.0243904745227054	0.0173105579283278	-0.00707991659437764
chr10:28590832:28595733:clu_1099_+	0.150634224185482	0.550794200249557	0.566678243912121	0.0158840436625638
chr10:28590832:28608186:clu_1099_+	-0.258517283993671	0.0314038636212747	0.021460410312965	-0.00994345330830967
chr10:28596041:28608186:clu_1099_+	0.107883059808189	0.417801936129169	0.411861345774914	-0.0059405903542542
chr10:28608431:28610699:clu_1100_+	0.115542589040312	0.936685622381327	0.949084017305054	0.012398394923727
chr10:28608431:28610708:clu_1100_+	-0.115542589040312	0.0633143776186734	0.0509159826949464	-0.012398394923727
chr10:28614685:28616173:clu_1101_+	0.0435617373172563	0.67807983518009	0.696795596151326	0.0187157609712355
chr10:28614685:28616176:clu_1101_+	-0.0435617373172563	0.32192016481991	0.303204403848674	-0.0187157609712356
chr10:29409658:29415357:clu_1102_+	0.0142292622125863	0.276215353734642	0.281940871241933	0.00572551750729039
chr10:29409683:29415357:clu_1102_+	-0.0142292622125863	0.723784646265358	0.718059128758067	-0.00572551750729056
chr10:31319292:31461037:clu_1104_+	-0.284909170553683	0.507313610124938	0.434346413199737	-0.0729671969252013
chr10:31320207:31461037:clu_1104_+	0.386078676019239	0.0218426590258231	0.0365823458551957	0.0147396868293726
chr10:31321532:31461037:clu_1104_+	0.189325495353836	0.109430425375799	0.150541178577498	0.0411107532016992
chr10:31321851:31461037:clu_1104_+	0.00224556450017915	0.0413592566825995	0.0471891514140404	0.00582989473144089
chr10:31387266:31387720:clu_1104_+	0.0288213102831392	0.0476624630791494	0.0558454280784332	0.00818296499928381
chr10:31387266:31461037:clu_1104_+	-0.0773320385230652	0.201274739418337	0.212079456573067	0.0108047171547296
chr10:31387798:31461037:clu_1104_+	-0.244229837079645	0.0711168462933543	0.0634160263020293	-0.00770081999132494
chr10:31461237:31495776:clu_1106_+	-0.00644300854805469	0.543402124859543	0.540203149689645	-0.00319897516989842
chr10:31461237:31495779:clu_1106_+	0.00644300854805469	0.456597875140457	0.459796850310355	0.00319897516989859
chr10:32456334:32462683:clu_1107_+	-0.0267707305666389	0.415156390475901	0.41560614357587	0.000449753099968531
chr10:32456334:32463017:clu_1107_+	0.794760570221722	0.00224477531278157	0.00511010259522965	0.00286532728244808
chr10:32462703:32463017:clu_1107_+	-0.0131247891718866	0.466594757309518	0.473517946051145	0.00692318874162706
chr10:32462703:32472481:clu_1107_+	-0.5320382188426	0.0108757193326415	0.00656891043826818	-0.00430680889437334
chr10:32463049:32471064:clu_1107_+	-0.0741041231848869	0.0214727520671054	0.0205022398431152	-0.00097051222399018
chr10:32463049:32472481:clu_1107_+	-0.106932560561937	0.0611506970786249	0.0565012170900871	-0.00464947998853771
chr10:32471230:32472481:clu_1107_+	-0.0417901478937731	0.0225049084234274	0.022193440406285	-0.000311468017142394
chr10:32565620:32567670:clu_1110_+	-0.0349501603082457	0.242164294489843	0.243280572382624	0.00111627789278163
chr10:32565620:32571859:clu_1110_+	-0.337168752243662	0.035357296635806	0.0262557545978343	-0.0091015420379717
chr10:32565620:32583034:clu_1110_+	0.171149546182094	0.015203562791483	0.0187694115310031	0.00356584873952004
chr10:32565620:32583168:clu_1110_+	0.312165555437632	0.0143447918356656	0.0203911636229773	0.00604637178731168
chr10:32565620:32584232:clu_1110_+	0.0781537650021403	0.0290512794443346	0.0326800711759174	0.00362879173158277
chr10:32567891:32571859:clu_1110_+	-0.251586353798524	0.269552843624858	0.218050623857605	-0.0515022197672526
chr10:32567891:32583034:clu_1110_+	0.0447574481244991	0.0422211123752629	0.0459349835268577	0.00371387115159479
chr10:32567891:32583168:clu_1110_+	-0.193173434151317	0.0146704685832571	0.0125813084586259	-0.00208916012463118
chr10:32571893:32574429:clu_1110_+	0.394381444940043	0.0208575053152667	0.0321896332952574	0.0113321279799906
chr10:32571893:32583034:clu_1110_+	-0.110309335053257	0.0465062267683511	0.0433291680551168	-0.00317705871323429
chr10:32571893:32583069:clu_1110_+	0.10760814299477	0.0130143389247537	0.0150775825987605	0.00206324367400671
chr10:32571893:32583168:clu_1110_+	-0.272522125143405	0.0246719996889697	0.0195445410531506	-0.00512745863581916
chr10:32571893:32584232:clu_1110_+	-0.0418537518814131	0.0226657642605788	0.0226135890186706	-5.21752419081999e-05
chr10:32583307:32584232:clu_1110_+	0.133348009898646	0.20971851526157	0.249301596825599	0.0395830815640289
chr10:35127193:35148368:clu_1112_+	0.0150531041763767	0.268771026844229	0.274676559782824	0.00590553293859525
chr10:35127193:35178889:clu_1112_+	-0.149698985081719	0.0322997917679753	0.0279954819312073	-0.00430430983676803
chr10:35127193:35206895:clu_1112_+	0.203586307838075	0.155791865726773	0.192248454518992	0.036456588792219
chr10:35127567:35148368:clu_1112_+	-0.188729179982643	0.0330604992202758	0.0275579580401586	-0.00550254118011721
chr10:35148491:35178889:clu_1112_+	-0.0886804146837671	0.0859331388810079	0.0791678643690511	-0.00676527451195681
chr10:35148491:35206895:clu_1112_+	0.151188747242786	0.0527786892117617	0.0618045868330522	0.0090258976212905
chr10:35179276:35206895:clu_1112_+	-0.230775269417277	0.114863493488454	0.0918035052074696	-0.023059988280984
chr10:35188388:35206895:clu_1112_+	-0.325828352847267	0.0815355953050485	0.0592575183235353	-0.0222780769815132
chr10:35195214:35206895:clu_1112_+	0.529334761582734	0.024444081123193	0.0417794339040246	0.0173353527808316
chr10:35196099:35206895:clu_1112_+	-0.12598471589174	0.122035496989419	0.108311202122529	-0.0137242948668897
chr10:35196142:35206895:clu_1112_+	0.210533997064441	0.0284863214418637	0.0353974349671562	0.00691111352529257
chr10:35207051:35211254:clu_1113_+	0.0776037221878508	0.507892031027993	0.546559270335818	0.0386672393078256
chr10:35207051:35211656:clu_1113_+	-0.0776037221878508	0.492107968972007	0.453440729664182	-0.0386672393078257
chr10:35337207:35483404:clu_1114_+	0.10299984563887	0.417464380608888	0.41396303522821	-0.00350134538067803
chr10:35337207:35501501:clu_1114_+	-0.253375239049404	0.0568581273969121	0.039478710251234	-0.0173794171456781
chr10:35483478:35501501:clu_1114_+	0.150375393410533	0.5256774919942	0.546558254520556	0.0208807625263561
chr10:38017015:38017291:clu_1115_+	0.23943566724192	0.850944805313711	0.902110871262815	0.0511660659491042
chr10:38017020:38017291:clu_1115_+	-0.23943566724192	0.149055194686289	0.0978891287371851	-0.0511660659491042
chr10:38094490:38094931:clu_1117_+	0.137559002441099	0.179898708804259	0.215110842789356	0.0352121339850967
chr10:38094490:38095538:clu_1117_+	-0.0687778456330551	0.216803408389089	0.210906228968069	-0.00589717942102067
chr10:38095224:38095358:clu_1117_+	0.0885657047968981	0.148417347523685	0.168982372173884	0.0205650246501986
chr10:38095224:38095538:clu_1117_+	-0.157346861604942	0.454880535282967	0.405000556068692	-0.0498799792142747
chr10:42782830:42784362:clu_1119_+	0.325151160330063	0.888404622966269	0.938477157728815	0.0500725347625461
chr10:42782998:42784362:clu_1119_+	-0.325151160330063	0.111595377033731	0.0615228422711848	-0.0500725347625462
chr10:42793991:42796474:clu_1120_+	-0.00169127806527802	0.962113304395458	0.961989812933061	-0.000123491462396874
chr10:42795656:42796474:clu_1120_+	0.00169127806527802	0.0378866956045424	0.0380101870669394	0.000123491462396944
chr10:45972730:45975454:clu_1123_+	0.234414494141864	0.234830833574191	0.252630760840302	0.0177999272661113
chr10:45972730:45982523:clu_1123_+	-0.387827947826672	0.0283369023294477	0.0163624007264914	-0.0119745016029563
chr10:45975512:45982523:clu_1123_+	0.153413453684807	0.736832264096362	0.731006838433207	-0.00582542566315492
chr10:46131348:46353206:clu_1124_+	0.487960401107279	0.0154483089478329	0.0399726595232409	0.024524350575408
chr10:46350618:46353206:clu_1124_+	-0.487960401107279	0.984551691052167	0.960027340476759	-0.0245243505754081
chr10:45785631:45786612:clu_1127_+	0.0187902345000619	0.441679538781711	0.444844233425381	0.00316469464366942
chr10:45785631:45787035:clu_1127_+	0.0986077664184116	0.304033999482124	0.331655459469797	0.0276214599876738
chr10:45786674:45787035:clu_1127_+	-0.117398000918473	0.254286461736165	0.223500307104822	-0.0307861546313432
chr10:45743483:45744821:clu_1128_+	-0.474695194427862	0.99745941934082	0.993461116011142	-0.0039983033296781
chr10:45743483:45744824:clu_1128_+	0.474695194427862	0.00254058065917966	0.00653888398885774	0.00399830332967808
chr10:45750838:45751482:clu_1129_+	-0.0307720786414183	0.579206339376682	0.584880751240398	0.00567441186371576
chr10:45750838:45752588:clu_1129_+	0.109767754535782	0.0510614287158363	0.0593420654954759	0.00828063677963962
chr10:45751553:45752588:clu_1129_+	-0.0789956758943638	0.369732231907481	0.355777183264126	-0.0139550486433554
chr10:45773358:45777273:clu_1130_+	0.246440837664832	0.571950163065328	0.601062661417251	0.0291124983519229
chr10:45773358:45778953:clu_1130_+	-0.438303085734989	0.0580547475909298	0.0307622994643743	-0.0272924481265556
chr10:45777425:45778953:clu_1130_+	0.191862248070157	0.369995089343742	0.368175039118375	-0.00182005022536724
chr10:48420320:48424088:clu_1134_+	0.289872807418223	0.773019646980811	0.858779126457067	0.085759479476256
chr10:48420320:48424514:clu_1134_+	-0.289872807418223	0.226980353019189	0.141220873542932	-0.0857594794762561
chr10:49942300:49945032:clu_1137_+	-0.0522566826296007	0.159783590326154	0.120280586689866	-0.0395030036362884
chr10:49942300:49952126:clu_1137_+	0.340207142936897	0.242962130344761	0.270798854543941	0.0278367241991799
chr10:49943358:49945032:clu_1137_+	-0.618786695231472	0.0746745897154569	0.0319003427353751	-0.0427742469800818
chr10:49945090:49952126:clu_1137_+	0.330836234924176	0.522579689613628	0.577020216030819	0.0544405264171902
chr10:50068227:50069547:clu_1138_+	0.385690169658544	0.960422261760843	0.981302420054291	0.0208801582934482
chr10:50068227:50069591:clu_1138_+	-0.385690169658544	0.0395777382391573	0.018697579945709	-0.0208801582934483
chr10:50091518:50092162:clu_1139_+	0.0909624507409983	0.657948540291509	0.655575731331329	-0.00237280896018011
chr10:50091518:50093268:clu_1139_+	-0.258617529517882	0.0631008931099056	0.0443246984924932	-0.0187761946174123
chr10:50092233:50093268:clu_1139_+	0.167655078776883	0.278950566598585	0.300099570176178	0.0211490035775924
chr10:50113997:50117906:clu_1140_+	0.0931386461040534	0.353389041675918	0.340187712338455	-0.0132013293374622
chr10:50113997:50119587:clu_1140_+	-0.266119691691338	0.0388076432464006	0.026083081599403	-0.0127245616469976
chr10:50118058:50119587:clu_1140_+	0.172981045587285	0.607803315077682	0.633729206062142	0.0259258909844597
chr10:50126179:50127160:clu_1141_+	0.188838671568289	0.493167564169343	0.560452138322336	0.0672845741529927
chr10:50126179:50127583:clu_1141_+	-0.0122633923218757	0.283107544947567	0.263122479114013	-0.019985065833554
chr10:50127222:50127583:clu_1141_+	-0.176575279246413	0.22372489088309	0.176425382563652	-0.0472995083194387
chr10:50991644:51153164:clu_1142_+	-0.036979163066095	0.05215094892102	0.0486138660513111	-0.00353708286970893
chr10:51074901:51153164:clu_1142_+	0.036979163066095	0.94784905107898	0.951386133948689	0.003537082869709
chr10:59176075:59234304:clu_1143_+	0.009613734259367	0.00950712651409203	0.00839023219551898	-0.00111689431857305
chr10:59176959:59206754:clu_1143_+	0.133287356216576	0.00597511898083582	0.0059673572117692	-7.76176906662051e-06
chr10:59176959:59234304:clu_1143_+	0.143272763179888	0.946775057065796	0.955034132199213	0.00825907513341706
chr10:59177618:59234304:clu_1143_+	-0.330800715171713	0.0170964501177159	0.0107347153582878	-0.00636173475942808
chr10:59200703:59234304:clu_1143_+	-0.0987606655662092	0.00440253812308579	0.00348627328681255	-0.000916264836273236
chr10:59206844:59234304:clu_1143_+	0.143387527082091	0.0162437091984744	0.0163872897483983	0.000143580549923954
chr10:62000321:62050888:clu_1144_+	0.0968317466383218	0.360964494969018	0.406725924759135	0.0457614297901172
chr10:62049483:62050888:clu_1144_+	-0.0968317466383218	0.639035505030982	0.593274075240865	-0.045761429790117
chr10:62374458:62376181:clu_1146_+	-0.0463587522582935	0.425502203789757	0.459433608812683	0.0339314050229267
chr10:62374458:62388396:clu_1146_+	0.242976574469373	0.0132536109895687	0.019112253768272	0.00585864277870329
chr10:62376936:62388396:clu_1146_+	-0.19661782221108	0.561244185220675	0.521454137419045	-0.03979004780163
chr10:63599283:63610187:clu_1147_+	-0.689241104688705	0.979126078590308	0.92198857973793	-0.0571374988523778
chr10:63599712:63610187:clu_1147_+	0.689241104688705	0.020873921409692	0.0780114202620698	0.0571374988523778
chr10:68332216:68337199:clu_1148_+	0.127910267478466	0.36469447863697	0.425746820702105	0.0610523420651348
chr10:68332235:68337199:clu_1148_+	-0.127910267478466	0.63530552136303	0.574253179297896	-0.0610523420651348
chr10:68337333:68337858:clu_1149_+	-0.102225818308272	0.326832124381537	0.301097078313699	-0.0257350460678383
chr10:68337333:68338503:clu_1149_+	0.0939337926187165	0.0681624807340395	0.0764043752819521	0.00824189454791256
chr10:68337996:68338503:clu_1149_+	0.00829202568955553	0.605005394884423	0.622498546404349	0.0174931515199258
chr10:68338642:68339140:clu_1150_+	0.173235390474415	0.0956256808373071	0.13007099912729	0.0344453182899832
chr10:68338687:68339140:clu_1150_+	-0.173235390474415	0.904374319162693	0.86992900087271	-0.0344453182899832
chr10:68737048:68737845:clu_1152_+	0.0687356001668042	0.344158073218598	0.355421292477695	0.0112632192590971
chr10:68737048:68740629:clu_1152_+	-0.110397892702788	0.103223705612104	0.0891185759981828	-0.0141051296139212
chr10:68737889:68740629:clu_1152_+	0.0416622925359834	0.552618221169298	0.555460131524122	0.00284191035482406
chr10:68755536:68756273:clu_1153_+	-0.0376518464102014	0.241512896334622	0.255204826208395	0.0136919298737724
chr10:68755536:68757294:clu_1153_+	0.189581364485203	0.0778219161406165	0.103213524003179	0.0253916078625623
chr10:68756483:68757294:clu_1153_+	-0.151929518075002	0.680665187524761	0.641581649788426	-0.0390835377363347
chr10:68827933:68881958:clu_1154_+	-0.0189315359483443	0.667497865351093	0.659041747760403	-0.00845611759069009
chr10:68828269:68881958:clu_1154_+	0.0189315359483443	0.332502134648907	0.340958252239597	0.00845611759069004
chr10:68901471:68906226:clu_1155_+	0.125072085807847	0.0463226939370021	0.0546015442496463	0.00827885031264426
chr10:68901471:68906711:clu_1155_+	-0.0462159676480288	0.898462023850755	0.892321559370239	-0.00614046448051631
chr10:68906337:68906711:clu_1155_+	-0.0788561181598187	0.055215282212243	0.053076896380115	-0.002138385832128
chr10:68956312:68959806:clu_1157_+	-0.201253145060451	0.969464908746413	0.955013431336598	-0.0144514774098146
chr10:68956748:68959806:clu_1157_+	0.201253145060451	0.0305350912535875	0.044986568663402	0.0144514774098145
chr10:68989258:69000424:clu_1158_+	-0.0324229460926761	0.975752572661003	0.974170085768204	-0.00158248689279883
chr10:68995278:69000424:clu_1158_+	0.0324229460926761	0.0242474273389969	0.0258299142317957	0.00158248689279885
chr10:69133047:69155812:clu_1159_+	-0.312212456936864	0.558109066451457	0.505536752301987	-0.0525723141494699
chr10:69133047:69157007:clu_1159_+	0.499420581385814	0.0403725363686729	0.0823393512231131	0.0419668148544402
chr10:69155887:69157007:clu_1159_+	-0.187208124448951	0.40151839717987	0.4121238964749	0.01060549929503
chr10:70816126:70816811:clu_1161_+	-0.117485041291828	0.639886313677414	0.61124190956805	-0.0286444041093641
chr10:70816126:70844473:clu_1161_+	0.122145367041544	0.0254533379447822	0.0308976329936003	0.00544429504881806
chr10:70816880:70844473:clu_1161_+	-0.00466032574971582	0.334660348377804	0.35786045743835	0.023200109060546
chr10:74975454:74977316:clu_1172_+	0.332766577777229	0.648890513430467	0.761065046720854	0.112174533290387
chr10:74975781:74977316:clu_1172_+	-0.0326213696865664	0.105987245401542	0.0862616949620699	-0.0197255504394717
chr10:74976330:74977316:clu_1172_+	-0.300145208090663	0.245122241167991	0.152673258317076	-0.0924489828509154
chr10:78037304:78037439:clu_1174_+	0.353699387284413	0.01128961540342	0.018486316366867	0.00719670096344694
chr10:78037304:78037965:clu_1174_+	-0.111429913224729	0.16200285804237	0.166606070563295	0.00460321252092413
chr10:78037304:78040204:clu_1174_+	-0.183269583289569	0.640006219020312	0.612565829373056	-0.0274403896472557
chr10:78037982:78040204:clu_1174_+	-0.0589998907701142	0.186701307533897	0.202341783696782	0.0156404761628846
chr10:80408643:80420466:clu_1179_+	0.115918214532941	0.750497153481056	0.781621895524451	0.0311247420433957
chr10:80408643:80420483:clu_1179_+	-0.0579603293710146	0.152662961981002	0.133618582308865	-0.019044379672137
chr10:80413876:80420466:clu_1179_+	-0.0579578851619264	0.0968398845379426	0.084759522166684	-0.0120803623712585
chr10:84417861:84425731:clu_1183_+	0.166736867148879	0.96472516935469	0.974472681673443	0.0097475123187537
chr10:84425048:84425731:clu_1183_+	-0.166736867148879	0.0352748306453103	0.0255273183265566	-0.00974751231875368
chr10:84477664:84499875:clu_1184_+	-0.0507156306508518	0.21699327394416	0.203809744846557	-0.0131835290976035
chr10:84477664:84513449:clu_1184_+	-0.00620909845969207	0.143778327525009	0.141189058328673	-0.00258926919633548
chr10:84499959:84507294:clu_1184_+	0.260446282135822	0.113153821576888	0.145072067573339	0.0319182459964513
chr10:84499959:84513449:clu_1184_+	-0.418167817850152	0.23394583072396	0.152163863071657	-0.0817819676523032
chr10:84507333:84513449:clu_1184_+	0.214646264824874	0.292128746229984	0.357765266179774	0.0656365199497909
chr10:86968605:86970200:clu_1185_+	0.193951296074218	0.450703698774967	0.499751651006121	0.0490479522311535
chr10:86968605:86970476:clu_1185_+	-0.203158149010952	0.0345006410368993	0.0257174461522011	-0.00878319488469821
chr10:86970262:86970476:clu_1185_+	0.00920685293673393	0.514795660188133	0.474530902841678	-0.0402647573464552
chr10:89392717:89402281:clu_1189_+	-0.348227978198184	0.965596009604138	0.933274801538863	-0.0323212080652749
chr10:89400003:89402281:clu_1189_+	0.348227978198184	0.0344039903958618	0.0667251984611368	0.032321208065275
chr10:91163081:91222689:clu_1190_+	0.0527819951589931	0.872083234159673	0.883404145958635	0.0113209117989624
chr10:91220836:91222689:clu_1190_+	-0.0527819951589931	0.127916765840327	0.116595854041365	-0.0113209117989624
chr10:91264520:91271638:clu_1191_+	-0.0629831005648936	0.311423705243624	0.290438183517344	-0.0209855217262796
chr10:91264520:91278269:clu_1191_+	0.0213383920931486	0.165485041573581	0.167911772733442	0.00242673115986164
chr10:91271697:91278269:clu_1191_+	0.041644708471745	0.523091253182795	0.541650043749214	0.0185587905664181
chr10:91836884:91840561:clu_1192_+	-0.116883942438009	0.0173564436310413	0.013788301739949	-0.00356814189109232
chr10:91836998:91840561:clu_1192_+	0.116883942438009	0.982643556368959	0.986211698260051	0.00356814189109222
chr10:91951566:91953737:clu_1193_+	0.0141540048730954	0.975542173436309	0.976208577000199	0.000666403563889695
chr10:91951570:91953737:clu_1193_+	-0.0141540048730954	0.024457826563691	0.0237914229998014	-0.000666403563889688
chr10:91959154:91959785:clu_1194_+	-0.112392061025316	0.742293572258354	0.697018379106037	-0.0452751931523178
chr10:91959282:91959785:clu_1194_+	0.112392061025316	0.257706427741646	0.302981620893963	0.0452751931523178
chr10:94497172:94500221:clu_1199_+	0.0425355142317636	0.530072973488321	0.549231174906975	0.0191582014186538
