# {
#     "command": "/home/pjewell/majiq/env_3.8/bin/voila modulize output/build/splicegraph.sql output/heterogen/HepG2_SRSF4KD-HepG2_NT.het.voila output/heterogen/HepG2_SRSF4KD-K562_NT.het.voila output/heterogen/K562_NT-HepG2_NT.het.voila output/heterogen/K562_SRSF4KD-HepG2_NT.het.voila output/heterogen/K562_SRSF4KD-HepG2_SRSF4KD.het.voila output/heterogen/K562_SRSF4KD-K562_NT.het.voila -d output/modulized --overwrite",
#     "het_IQR_nonchanging_threshold": 0.1,
#     "het_changing_threshold": 0.2,
#     "het_nonchanging_threshold": 0.05,
#     "het_pvalue_changing_threshold": 0.05,
#     "het_pvalue_nonchanging_threshold": 0.05,
#     "voila_version": "2.2.0"
# }
module_id	gene_id	gene_name	seqid	strand	lsv_id	event_id	complex	junction_name	junction_coord	denovo	intron	reference_exon_coord	spliced_with_coord	exons_skipped_coords	num_skipped_exons	event_non_changing	event_changing	junction_changing	HepG2_SRSF4KD_het_median_psi	HepG2_NT_het_median_psi	HepG2_SRSF4KD-HepG2_NT_het_median_dpsi	HepG2_SRSF4KD-HepG2_NT_het_infoscore	HepG2_SRSF4KD-HepG2_NT_het_tnom	HepG2_SRSF4KD-HepG2_NT_het_ttest	HepG2_SRSF4KD-HepG2_NT_het_wilcoxon	K562_NT_het_median_psi	HepG2_SRSF4KD-K562_NT_het_median_dpsi	HepG2_SRSF4KD-K562_NT_het_infoscore	HepG2_SRSF4KD-K562_NT_het_tnom	HepG2_SRSF4KD-K562_NT_het_ttest	HepG2_SRSF4KD-K562_NT_het_wilcoxon	K562_NT-HepG2_NT_het_median_dpsi	K562_NT-HepG2_NT_het_infoscore	K562_NT-HepG2_NT_het_tnom	K562_NT-HepG2_NT_het_ttest	K562_NT-HepG2_NT_het_wilcoxon	K562_SRSF4KD_het_median_psi	K562_SRSF4KD-HepG2_NT_het_median_dpsi	K562_SRSF4KD-HepG2_NT_het_infoscore	K562_SRSF4KD-HepG2_NT_het_tnom	K562_SRSF4KD-HepG2_NT_het_ttest	K562_SRSF4KD-HepG2_NT_het_wilcoxon	K562_SRSF4KD-HepG2_SRSF4KD_het_median_dpsi	K562_SRSF4KD-HepG2_SRSF4KD_het_infoscore	K562_SRSF4KD-HepG2_SRSF4KD_het_tnom	K562_SRSF4KD-HepG2_SRSF4KD_het_ttest	K562_SRSF4KD-HepG2_SRSF4KD_het_wilcoxon	K562_SRSF4KD-K562_NT_het_median_dpsi	K562_SRSF4KD-K562_NT_het_infoscore	K562_SRSF4KD-K562_NT_het_tnom	K562_SRSF4KD-K562_NT_het_ttest	K562_SRSF4KD-K562_NT_het_wilcoxon
gene:ENSG00000152601_1	gene:ENSG00000152601	MBNL1	3	+	gene:ENSG00000152601:s:152244321-152244440	gene:ENSG00000152601_1_MES_2	True	Proximal				152244321-152244440		152268040-152269092;152298982-152299254;152299405-152300110;152300194-152300367;152335111-152335230	5	False	False	False								0.167											0.161											-0.006	0.714	0.857	0.216	0.25
gene:ENSG00000152601_1	gene:ENSG00000152601	MBNL1	3	+	gene:ENSG00000152601:t:152414941-152415111	gene:ENSG00000152601_1_MES_2	True	Distal	152244440-152414941	True	False	152414941-152415111	152244321-152244440	152268040-152269092;152298982-152299254;152299405-152300110;152300194-152300367;152335111-152335230	5	False	False	False	0.001	0.001	-0.001	0.752	0.924	0.189	0.762	0.017	-0.017	0.016	0.016	0.0	0.016	0.016	0.004	0.004	0.0	0.004	0.018	0.017	0.01	0.01	0.002	0.01	0.018	0.029	0.029	0.003	0.029	0.001	0.937	0.992	0.722	0.73
gene:ENSG00000152601_1	gene:ENSG00000152601	MBNL1	3	+	gene:ENSG00000152601:t:152414941-152415111	gene:ENSG00000152601_1_MES_2	True	Proximal	152335230-152414941	False	False	152244321-152244440	152335111-152335230	152268040-152269092;152298982-152299254;152299405-152300110;152300194-152300367;152335111-152335230	5	False	False	False	0.001	0.001	-0.001	0.752	0.924	0.189	0.762	0.017	-0.017	0.016	0.016	0.0	0.016	0.016	0.004	0.004	0.0	0.004	0.018	0.017	0.01	0.01	0.002	0.01	0.018	0.029	0.029	0.003	0.029	0.001	0.937	0.992	0.722	0.73
gene:ENSG00000152601_1	gene:ENSG00000152601	MBNL1	3	+	gene:ENSG00000152601:s:152268040-152269092	gene:ENSG00000152601_1_MES_3	True	Distal	152269092-152414941	False	False	152268040-152269092	152414941-152415111	152298982-152299254;152299405-152300110;152300194-152300367;152335111-152335230	4	False	False	False	0.103	0.066	0.036	1.0	0.992	0.954	0.905	0.189	-0.087	0.079	0.143	0.023	0.032	0.123	0.079	0.079	0.034	0.056	0.252	0.186	0.079	0.143	0.011	0.032	0.149	0.029	0.029	0.008	0.029	0.062	0.286	0.563	0.226	0.19
gene:ENSG00000152601_1	gene:ENSG00000152601	MBNL1	3	+	gene:ENSG00000152601:s:152268040-152269092	gene:ENSG00000152601_1_MES_3	True	Proximal				152268040-152269092		152298982-152299254;152299405-152300110;152300194-152300367;152335111-152335230	4	False	False	False	0.103	0.066	0.036	1.0	0.992	0.954	0.905	0.189	-0.087	0.079	0.143	0.023	0.032	0.123	0.079	0.079	0.034	0.056	0.252	0.186	0.079	0.143	0.011	0.032	0.149	0.029	0.029	0.008	0.029	0.062	0.286	0.563	0.226	0.19
gene:ENSG00000152601_1	gene:ENSG00000152601	MBNL1	3	+	gene:ENSG00000152601:t:152414941-152415111	gene:ENSG00000152601_1_MES_3	True	Distal	152269092-152414941	False	False	152414941-152415111	152268040-152269092	152298982-152299254;152299405-152300110;152300194-152300367;152335111-152335230	4	False	False	False	0.019	0.015	0.004	0.752	1.0	0.891	0.914	0.1	-0.081	0.016	0.016	0.0	0.016	0.085	0.004	0.004	0.001	0.004	0.098	0.083	0.01	0.01	0.001	0.01	0.079	0.029	0.029	0.0	0.029	-0.002	1.0	0.992	0.943	0.905
gene:ENSG00000152601_1	gene:ENSG00000152601	MBNL1	3	+	gene:ENSG00000152601:t:152414941-152415111	gene:ENSG00000152601_1_MES_3	True	Proximal	152335230-152414941	False	False	152268040-152269092	152335111-152335230	152298982-152299254;152299405-152300110;152300194-152300367;152335111-152335230	4	False	False	False	0.019	0.015	0.004	0.752	1.0	0.891	0.914	0.1	-0.081	0.016	0.016	0.0	0.016	0.085	0.004	0.004	0.001	0.004	0.098	0.083	0.01	0.01	0.001	0.01	0.079	0.029	0.029	0.0	0.029	-0.002	1.0	0.992	0.943	0.905
gene:ENSG00000160194_1	gene:ENSG00000160194	NDUFV3	21	+	gene:ENSG00000160194:s:42893265-42893381	gene:ENSG00000160194_1_MES_1	True	Distal	42893381-42908864	True	False	42893265-42893381	42908864-42913304	42896927-42897047;42903182-42904276;42906840-42906902	3	False	True	True	0.225	0.124	0.101	0.181	0.424	0.055	0.067	0.008	0.217	0.016	0.016	0.003	0.016	-0.116	0.004	0.004	0.004	0.004	0.005	-0.119	0.01	0.01	0.003	0.01	-0.219	0.029	0.029	0.002	0.029	-0.003	0.937	0.992	0.833	0.905
gene:ENSG00000160194_1	gene:ENSG00000160194	NDUFV3	21	+	gene:ENSG00000160194:s:42893265-42893381	gene:ENSG00000160194_1_MES_1	True	Proximal	42893381-42896927	False	False	42893265-42893381	42896927-42897047	42896927-42897047;42903182-42904276;42906840-42906902	3	False	True	True	0.225	0.124	0.101	0.181	0.424	0.055	0.067	0.008	0.217	0.016	0.016	0.003	0.016	-0.116	0.004	0.004	0.004	0.004	0.005	-0.119	0.01	0.01	0.003	0.01	-0.219	0.029	0.029	0.002	0.029	-0.003	0.937	0.992	0.833	0.905
gene:ENSG00000160194_1	gene:ENSG00000160194	NDUFV3	21	+	gene:ENSG00000160194:t:42908633-42913304	gene:ENSG00000160194_1_MES_1	True	Distal	42893381-42908864	True	False	42908864-42913304	42893265-42893381	42896927-42897047;42903182-42904276;42906840-42906902	3	False	True	False	0.127	0.074	0.053	0.181	0.424	0.065	0.114	0.005	0.122	0.016	0.016	0.001	0.016	-0.069	0.004	0.004	0.002	0.004	0.002	-0.072	0.01	0.01	0.002	0.01	-0.125	0.029	0.029	0.001	0.029	-0.003	0.563	0.563	0.708	0.556
gene:ENSG00000160194_1	gene:ENSG00000160194	NDUFV3	21	+	gene:ENSG00000160194:t:42908633-42913304	gene:ENSG00000160194_1_MES_1	True	Proximal	42906902-42908864	True	False	42893265-42893381	42906840-42906902	42896927-42897047;42903182-42904276;42906840-42906902	3	False	True	False	0.127	0.074	0.053	0.181	0.424	0.065	0.114	0.005	0.122	0.016	0.016	0.001	0.016	-0.069	0.004	0.004	0.002	0.004	0.002	-0.072	0.01	0.01	0.002	0.01	-0.125	0.029	0.029	0.001	0.029	-0.003	0.563	0.563	0.708	0.556
gene:ENSG00000160194_1	gene:ENSG00000160194	NDUFV3	21	+	gene:ENSG00000160194:s:42896927-42897047	gene:ENSG00000160194_1_MES_2	True	Distal	42897047-42908864	False	False	42896927-42897047	42908864-42913304	42903182-42904276;42906840-42906902	2	False	True	True	0.873	0.9	-0.028	0.181	0.424	0.916	0.476	0.625	0.248	0.016	0.016	0.003	0.016	-0.276	0.004	0.004	0.002	0.004	0.658	-0.242	0.01	0.01	0.001	0.01	-0.214	0.029	0.029	0.003	0.029	0.034	0.746	0.992	0.318	0.413
gene:ENSG00000160194_1	gene:ENSG00000160194	NDUFV3	21	+	gene:ENSG00000160194:s:42896927-42897047	gene:ENSG00000160194_1_MES_2	True	Proximal	42897047-42903182	False	False	42896927-42897047	42903182-42904276	42903182-42904276;42906840-42906902	2	False	True	True	0.873	0.9	-0.028	0.181	0.424	0.916	0.476	0.625	0.248	0.016	0.016	0.003	0.016	-0.276	0.004	0.004	0.002	0.004	0.658	-0.242	0.01	0.01	0.001	0.01	-0.214	0.029	0.029	0.003	0.029	0.034	0.746	0.992	0.318	0.413
gene:ENSG00000160194_1	gene:ENSG00000160194	NDUFV3	21	+	gene:ENSG00000160194:t:42908633-42913304	gene:ENSG00000160194_1_MES_2	True	Distal	42897047-42908864	False	False	42908864-42913304	42896927-42897047	42903182-42904276;42906840-42906902	2	False	True	False	0.78	0.813	-0.033	0.495	0.424	0.074	0.171	0.642	0.138	0.079	0.143	0.056	0.032	-0.171	0.004	0.004	0.025	0.004	0.653	-0.16	0.01	0.01	0.0	0.01	-0.127	0.029	0.029	0.001	0.029	0.011	0.746	0.992	0.642	1.0
gene:ENSG00000160194_1	gene:ENSG00000160194	NDUFV3	21	+	gene:ENSG00000160194:t:42908633-42913304	gene:ENSG00000160194_1_MES_2	True	Proximal	42906902-42908864	True	False	42896927-42897047	42906840-42906902	42903182-42904276;42906840-42906902	2	False	True	False	0.78	0.813	-0.033	0.495	0.424	0.074	0.171	0.642	0.138	0.079	0.143	0.056	0.032	-0.171	0.004	0.004	0.025	0.004	0.653	-0.16	0.01	0.01	0.0	0.01	-0.127	0.029	0.029	0.001	0.029	0.011	0.746	0.992	0.642	1.0
gene:ENSG00000160194_1	gene:ENSG00000160194	NDUFV3	21	+	gene:ENSG00000160194:s:42896927-42897047	gene:ENSG00000160194_1_MES_3	True	Distal	42897047-42908864	False	False	42896927-42897047	42908864-42913304	42903182-42904276;42906840-42906902	2	False	False	True	0.873	0.9	-0.028	0.181	0.424	0.916	0.476	0.625	0.248	0.016	0.016	0.003	0.016	-0.276	0.004	0.004	0.002	0.004	0.658	-0.242	0.01	0.01	0.001	0.01	-0.214	0.029	0.029	0.003	0.029	0.034	0.746	0.992	0.318	0.413
gene:ENSG00000160194_1	gene:ENSG00000160194	NDUFV3	21	+	gene:ENSG00000160194:s:42896927-42897047	gene:ENSG00000160194_1_MES_3	True	Proximal	42897048-42903181	True	True	42896927-42897047	42903182-42904276	42903182-42904276;42906840-42906902	2	False	False	True	0.873	0.9	-0.028	0.181	0.424	0.916	0.476	0.625	0.248	0.016	0.016	0.003	0.016	-0.276	0.004	0.004	0.002	0.004	0.658	-0.242	0.01	0.01	0.001	0.01	-0.214	0.029	0.029	0.003	0.029	0.034	0.746	0.992	0.318	0.413
gene:ENSG00000160194_1	gene:ENSG00000160194	NDUFV3	21	+	gene:ENSG00000160194:t:42908633-42913304	gene:ENSG00000160194_1_MES_3	True	Distal	42897047-42908864	False	False	42908864-42913304	42896927-42897047	42903182-42904276;42906840-42906902	2	False	False	False	0.78	0.813	-0.033	0.495	0.424	0.074	0.171	0.642	0.138	0.079	0.143	0.056	0.032	-0.171	0.004	0.004	0.025	0.004	0.653	-0.16	0.01	0.01	0.0	0.01	-0.127	0.029	0.029	0.001	0.029	0.011	0.746	0.992	0.642	1.0
gene:ENSG00000160194_1	gene:ENSG00000160194	NDUFV3	21	+	gene:ENSG00000160194:t:42908633-42913304	gene:ENSG00000160194_1_MES_3	True	Proximal	42906902-42908864	True	False	42896927-42897047	42906840-42906902	42903182-42904276;42906840-42906902	2	False	False	False	0.78	0.813	-0.033	0.495	0.424	0.074	0.171	0.642	0.138	0.079	0.143	0.056	0.032	-0.171	0.004	0.004	0.025	0.004	0.653	-0.16	0.01	0.01	0.0	0.01	-0.127	0.029	0.029	0.001	0.029	0.011	0.746	0.992	0.642	1.0
gene:ENSG00000120963_1	gene:ENSG00000120963	ZNF706	8	-	gene:ENSG00000120963:s:101205435-101205732	gene:ENSG00000120963_1_MES_1	True	Distal	101201743-101205435	False	False	101205435-101205732	101201716-101201743	101202333-101202452;101204650-101204779;101205211-101205329	3	False	False	False	0.989	0.991	-0.002	0.752	1.0	0.691	1.0	0.972	0.017	0.079	0.143	0.044	0.032	-0.019	0.108	0.238	0.107	0.429	0.952	-0.038	0.095	0.095	0.055	0.038	-0.037	0.229	0.229	0.046	0.057	-0.02	0.143	0.143	0.146	0.286
gene:ENSG00000120963_1	gene:ENSG00000120963	ZNF706	8	-	gene:ENSG00000120963:s:101205435-101205732	gene:ENSG00000120963_1_MES_1	True	Proximal				101205435-101205732		101202333-101202452;101204650-101204779;101205211-101205329	3	False	False	False	0.989	0.991	-0.002	0.752	1.0	0.691	1.0	0.972	0.017	0.079	0.143	0.044	0.032	-0.019	0.108	0.238	0.107	0.429	0.952	-0.038	0.095	0.095	0.055	0.038	-0.037	0.229	0.229	0.046	0.057	-0.02	0.143	0.143	0.146	0.286
gene:ENSG00000120963_1	gene:ENSG00000120963	ZNF706	8	-	gene:ENSG00000120963:t:101201716-101201743	gene:ENSG00000120963_1_MES_1	True	Distal	101201743-101205435	False	False	101201716-101201743	101205435-101205732	101202333-101202452;101204650-101204779;101205211-101205329	3	False	False	True	0.875	0.917	-0.042	0.348	0.424	0.203	0.257	0.686	0.189	0.016	0.016	0.002	0.016	-0.231	0.004	0.004	0.001	0.004	0.697	-0.22	0.01	0.01	0.003	0.01	-0.178	0.029	0.029	0.005	0.029	0.011	0.937	0.992	0.559	0.73
gene:ENSG00000120963_1	gene:ENSG00000120963	ZNF706	8	-	gene:ENSG00000120963:t:101201716-101201743	gene:ENSG00000120963_1_MES_1	True	Proximal	101201743-101202333	False	False	101205435-101205732	101202333-101202452	101202333-101202452;101204650-101204779;101205211-101205329	3	False	False	True	0.875	0.917	-0.042	0.348	0.424	0.203	0.257	0.686	0.189	0.016	0.016	0.002	0.016	-0.231	0.004	0.004	0.001	0.004	0.697	-0.22	0.01	0.01	0.003	0.01	-0.178	0.029	0.029	0.005	0.029	0.011	0.937	0.992	0.559	0.73
gene:ENSG00000120963_1	gene:ENSG00000120963	ZNF706	8	-	gene:ENSG00000120963:s:101205435-101205732	gene:ENSG00000120963_1_MES_2	True	Distal	101202447-101205435	False	False	101205435-101205732	101202333-101202447	101204650-101204779;101205211-101205329	2	False	False	False	0.009	0.007	0.002	1.0	1.0	0.849	0.914	0.015	-0.006	0.143	0.143	0.464	0.286	0.008	0.108	0.238	0.3	0.126	0.031	0.024	0.048	0.095	0.066	0.038	0.022	0.229	0.229	0.075	0.057	0.016	0.016	0.016	0.112	0.016
gene:ENSG00000120963_1	gene:ENSG00000120963	ZNF706	8	-	gene:ENSG00000120963:s:101205435-101205732	gene:ENSG00000120963_1_MES_2	True	Proximal				101205435-101205732		101204650-101204779;101205211-101205329	2	False	False	False	0.009	0.007	0.002	1.0	1.0	0.849	0.914	0.015	-0.006	0.143	0.143	0.464	0.286	0.008	0.108	0.238	0.3	0.126	0.031	0.024	0.048	0.095	0.066	0.038	0.022	0.229	0.229	0.075	0.057	0.016	0.016	0.016	0.112	0.016
gene:ENSG00000120963_1	gene:ENSG00000120963	ZNF706	8	-	gene:ENSG00000120963:t:101202333-101202452	gene:ENSG00000120963_1_MES_2	True	Distal	101202447-101205435	False	False	101202333-101202447	101205435-101205732	101204650-101204779;101205211-101205329	2	False	False	False	0.198							0.041	0.157	0.095	0.095	0.279	0.095						0.12						-0.078	0.733	0.733	0.468	0.533	0.079	0.079	0.143	0.011	0.032
gene:ENSG00000120963_1	gene:ENSG00000120963	ZNF706	8	-	gene:ENSG00000120963:t:101202333-101202452	gene:ENSG00000120963_1_MES_2	True	Proximal	101202447-101204650	False	False	101205435-101205732	101204650-101204779	101204650-101204779;101205211-101205329	2	False	False	False	0.198							0.041	0.157	0.095	0.095	0.279	0.095						0.12						-0.078	0.733	0.733	0.468	0.533	0.079	0.079	0.143	0.011	0.032
gene:ENSG00000120963_1	gene:ENSG00000120963	ZNF706	8	-	gene:ENSG00000120963:s:101205435-101205732	gene:ENSG00000120963_1_MES_3	True	Distal	101202447-101205435	False	False	101205435-101205732	101202333-101202447	101204650-101204779;101205211-101205329	2	False	False	False	0.009	0.007	0.002	1.0	1.0	0.849	0.914	0.015	-0.006	0.143	0.143	0.464	0.286	0.008	0.108	0.238	0.3	0.126	0.031	0.024	0.048	0.095	0.066	0.038	0.022	0.229	0.229	0.075	0.057	0.016	0.016	0.016	0.112	0.016
gene:ENSG00000120963_1	gene:ENSG00000120963	ZNF706	8	-	gene:ENSG00000120963:s:101205435-101205732	gene:ENSG00000120963_1_MES_3	True	Proximal				101205435-101205732		101204650-101204779;101205211-101205329	2	False	False	False	0.009	0.007	0.002	1.0	1.0	0.849	0.914	0.015	-0.006	0.143	0.143	0.464	0.286	0.008	0.108	0.238	0.3	0.126	0.031	0.024	0.048	0.095	0.066	0.038	0.022	0.229	0.229	0.075	0.057	0.016	0.016	0.016	0.112	0.016
gene:ENSG00000120963_1	gene:ENSG00000120963	ZNF706	8	-	gene:ENSG00000120963:t:101202333-101202452	gene:ENSG00000120963_1_MES_3	True	Distal	101202447-101205435	False	False	101202333-101202447	101205435-101205732	101204650-101204779;101205211-101205329	2	False	False	False	0.198							0.041	0.157	0.095	0.095	0.279	0.095						0.12						-0.078	0.733	0.733	0.468	0.533	0.079	0.079	0.143	0.011	0.032
