# {
#     "command": "/home/pjewell/majiq/env_3.8/bin/voila modulize output/build/splicegraph.sql output/heterogen/HepG2_SRSF4KD-HepG2_NT.het.voila output/heterogen/HepG2_SRSF4KD-K562_NT.het.voila output/heterogen/K562_NT-HepG2_NT.het.voila output/heterogen/K562_SRSF4KD-HepG2_NT.het.voila output/heterogen/K562_SRSF4KD-HepG2_SRSF4KD.het.voila output/heterogen/K562_SRSF4KD-K562_NT.het.voila -d output/modulized --overwrite",
#     "het_IQR_nonchanging_threshold": 0.1,
#     "het_changing_threshold": 0.2,
#     "het_nonchanging_threshold": 0.05,
#     "het_pvalue_changing_threshold": 0.05,
#     "het_pvalue_nonchanging_threshold": 0.05,
#     "voila_version": "2.2.0"
# }
module_id	gene_id	gene_name	seqid	strand	lsv_id	event_id	complex	module_event_combination	denovo	junction_name	junction_coord	event_non_changing	event_changing	junction_changing	HepG2_SRSF4KD_het_median_psi	HepG2_NT_het_median_psi	HepG2_SRSF4KD-HepG2_NT_het_median_dpsi	HepG2_SRSF4KD-HepG2_NT_het_infoscore	HepG2_SRSF4KD-HepG2_NT_het_tnom	HepG2_SRSF4KD-HepG2_NT_het_ttest	HepG2_SRSF4KD-HepG2_NT_het_wilcoxon	K562_NT_het_median_psi	HepG2_SRSF4KD-K562_NT_het_median_dpsi	HepG2_SRSF4KD-K562_NT_het_infoscore	HepG2_SRSF4KD-K562_NT_het_tnom	HepG2_SRSF4KD-K562_NT_het_ttest	HepG2_SRSF4KD-K562_NT_het_wilcoxon	K562_NT-HepG2_NT_het_median_dpsi	K562_NT-HepG2_NT_het_infoscore	K562_NT-HepG2_NT_het_tnom	K562_NT-HepG2_NT_het_ttest	K562_NT-HepG2_NT_het_wilcoxon	K562_SRSF4KD_het_median_psi	K562_SRSF4KD-HepG2_NT_het_median_dpsi	K562_SRSF4KD-HepG2_NT_het_infoscore	K562_SRSF4KD-HepG2_NT_het_tnom	K562_SRSF4KD-HepG2_NT_het_ttest	K562_SRSF4KD-HepG2_NT_het_wilcoxon	K562_SRSF4KD-HepG2_SRSF4KD_het_median_dpsi	K562_SRSF4KD-HepG2_SRSF4KD_het_infoscore	K562_SRSF4KD-HepG2_SRSF4KD_het_tnom	K562_SRSF4KD-HepG2_SRSF4KD_het_ttest	K562_SRSF4KD-HepG2_SRSF4KD_het_wilcoxon	K562_SRSF4KD-K562_NT_het_median_dpsi	K562_SRSF4KD-K562_NT_het_infoscore	K562_SRSF4KD-K562_NT_het_tnom	K562_SRSF4KD-K562_NT_het_ttest	K562_SRSF4KD-K562_NT_het_wilcoxon
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:t:43648188-43650296	gene:ENSG00000106603_1_CE_3	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	False	C2_C1	43648652-43729429	False	False	True	0.864	0.819	0.045	0.495	0.924	0.21	0.352	0.56	0.304	0.016	0.016	0.0	0.016	-0.259	0.004	0.004	0.0	0.004	0.475	-0.344	0.01	0.01	0.003	0.01	-0.39	0.029	0.029	0.003	0.029	-0.085	0.468	0.563	0.273	0.286
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:t:43648188-43650296	gene:ENSG00000106603_1_CE_3	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	False	C2_A	43648652-43650493	False	False	False	0.006	0.03	-0.024	0.348	0.424	0.212	0.171	0.059	-0.053	0.079	0.143	0.015	0.032	0.029	0.108	0.238	0.059	0.052	0.065	0.035	0.048	0.095	0.049	0.067	0.059	0.029	0.029	0.014	0.029	0.006	1.0	0.992	0.974	0.905
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:s:43729429-43729717	gene:ENSG00000106603_1_CE_4	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	False	C1_C2	43648652-43729429	False	True	True	0.784	0.783	0.001	0.938	0.924	0.789	0.914	0.452	0.332	0.016	0.016	0.001	0.016	-0.331	0.004	0.004	0.0	0.004	0.407	-0.376	0.01	0.01	0.001	0.01	-0.377	0.029	0.029	0.0	0.029	-0.045	0.143	0.143	0.221	0.286
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:s:43729429-43729717	gene:ENSG00000106603_1_CE_4	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	False	C1_A	43650712-43729429	False	True	False	0.124	0.138	-0.015	0.495	0.924	0.375	0.352	0.234	-0.11	0.016	0.016	0.005	0.016	0.095	0.026	0.048	0.006	0.009	0.195	0.056	0.095	0.095	0.048	0.067	0.071	0.229	0.229	0.043	0.114	-0.039	0.079	0.143	0.073	0.111
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:t:43648188-43650296	gene:ENSG00000106603_1_CE_4	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	False	C2_C1	43648652-43729429	False	True	True	0.864	0.819	0.045	0.495	0.924	0.21	0.352	0.56	0.304	0.016	0.016	0.0	0.016	-0.259	0.004	0.004	0.0	0.004	0.475	-0.344	0.01	0.01	0.003	0.01	-0.39	0.029	0.029	0.003	0.029	-0.085	0.468	0.563	0.273	0.286
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:t:43648188-43650296	gene:ENSG00000106603_1_CE_4	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	False	C2_A	43648652-43650612	False	True	True	0.053	0.069	-0.015	0.752	0.924	0.811	1.0	0.26	-0.206	0.016	0.016	0.001	0.016	0.191	0.004	0.004	0.0	0.004	0.316	0.247	0.01	0.01	0.005	0.01	0.262	0.029	0.029	0.004	0.029	0.056	0.468	0.563	0.178	0.19
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:s:43729429-43729717	gene:ENSG00000106603_1_CE_5	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	False	C1_C2	43648652-43729429	False	False	True	0.784	0.783	0.001	0.938	0.924	0.789	0.914	0.452	0.332	0.016	0.016	0.001	0.016	-0.331	0.004	0.004	0.0	0.004	0.407	-0.376	0.01	0.01	0.001	0.01	-0.377	0.029	0.029	0.0	0.029	-0.045	0.143	0.143	0.221	0.286
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:s:43729429-43729717	gene:ENSG00000106603_1_CE_5	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	True	C1_A	43656153-43729429	False	False	True	0.001	0.002	-0.0	0.752	0.924	0.451	0.762	0.164	-0.163	0.016	0.016	0.0	0.016	0.162	0.004	0.004	0.0	0.004	0.287	0.285	0.01	0.01	0.0	0.01	0.286	0.029	0.029	0.0	0.029	0.123	0.016	0.016	0.001	0.016
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:t:43648188-43650296	gene:ENSG00000106603_1_CE_5	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	False	C2_C1	43648652-43729429	False	False	True	0.864	0.819	0.045	0.495	0.924	0.21	0.352	0.56	0.304	0.016	0.016	0.0	0.016	-0.259	0.004	0.004	0.0	0.004	0.475	-0.344	0.01	0.01	0.003	0.01	-0.39	0.029	0.029	0.003	0.029	-0.085	0.468	0.563	0.273	0.286
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:t:43648188-43650296	gene:ENSG00000106603_1_CE_5	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	True	C2_A	43648652-43656033	False	False	False	0.001	0.002	-0.0	0.495	0.924	0.509	0.914	0.047	-0.046	0.016	0.016	0.004	0.016	0.046	0.004	0.004	0.004	0.004	0.057	0.056	0.01	0.01	0.046	0.01	0.056	0.029	0.029	0.046	0.029	0.01	0.563	0.563	0.361	0.413
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:s:43729429-43729717	gene:ENSG00000106603_1_CE_6	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	False	C1_C2	43650712-43729429	False	False	False	0.124	0.138	-0.015	0.495	0.924	0.375	0.352	0.234	-0.11	0.016	0.016	0.005	0.016	0.095	0.026	0.048	0.006	0.009	0.195	0.056	0.095	0.095	0.048	0.067	0.071	0.229	0.229	0.043	0.114	-0.039	0.079	0.143	0.073	0.111
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:s:43729429-43729717	gene:ENSG00000106603_1_CE_6	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	True	C1_A	43656153-43729429	False	False	True	0.001	0.002	-0.0	0.752	0.924	0.451	0.762	0.164	-0.163	0.016	0.016	0.0	0.016	0.162	0.004	0.004	0.0	0.004	0.287	0.285	0.01	0.01	0.0	0.01	0.286	0.029	0.029	0.0	0.029	0.123	0.016	0.016	0.001	0.016
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:t:43650493-43650712	gene:ENSG00000106603_1_CE_6	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	False	C2_C1	43650712-43729429	False	False	False	0.942	0.92	0.022	0.4	0.733	0.406	0.533	0.806	0.136	0.095	0.095	0.04	0.095	-0.114	0.079	0.143	0.058	0.032	0.749	-0.171	0.029	0.029	0.039	0.029	-0.193	0.133	0.133	0.036	0.133	-0.057	0.286	0.563	0.347	0.19
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:t:43650493-43650712	gene:ENSG00000106603_1_CE_6	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	False	C2_A	43650712-43656033	False	False	False	0.016	0.015	0.001	0.933	1.0	0.969	1.0	0.169	-0.154	0.095	0.095	0.014	0.095	0.155	0.016	0.016	0.014	0.016	0.191	0.176	0.029	0.029	0.054	0.029	0.175	0.133	0.133	0.054	0.133	0.021	0.746	0.992	0.427	0.556
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:t:43648188-43650296	gene:ENSG00000106603_1_A5_1	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	False	Proximal	43648652-43650493	False	False	False	0.006	0.03	-0.024	0.348	0.424	0.212	0.171	0.059	-0.053	0.079	0.143	0.015	0.032	0.029	0.108	0.238	0.059	0.052	0.065	0.035	0.048	0.095	0.049	0.067	0.059	0.029	0.029	0.014	0.029	0.006	1.0	0.992	0.974	0.905
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:t:43648188-43650296	gene:ENSG00000106603_1_A5_1	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	False	Distal	43648652-43650612	False	False	True	0.053	0.069	-0.015	0.752	0.924	0.811	1.0	0.26	-0.206	0.016	0.016	0.001	0.016	0.191	0.004	0.004	0.0	0.004	0.316	0.247	0.01	0.01	0.005	0.01	0.262	0.029	0.029	0.004	0.029	0.056	0.468	0.563	0.178	0.19
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:t:43650493-43650712	gene:ENSG00000106603_1_AI_1	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	True	C2_C1_intron	43650713-43656032	False	False	False	0.016	0.015	0.001	0.933	1.0	0.969	1.0	0.028	-0.013	0.286	0.619	0.174	0.381	0.014	0.079	0.143	0.158	0.19	0.016	0.001	0.657	0.771	0.715	0.486	-0.0	0.933	1.0	0.752	1.0	-0.013	0.563	0.563	0.248	0.413
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:t:43650493-43650712	gene:ENSG00000106603_1_AI_1	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	False	C2_C1_spliced	43650712-43656033	False	False	False	0.016	0.015	0.001	0.933	1.0	0.969	1.0	0.169	-0.154	0.095	0.095	0.014	0.095	0.155	0.016	0.016	0.014	0.016	0.191	0.176	0.029	0.029	0.054	0.029	0.175	0.133	0.133	0.054	0.133	0.021	0.746	0.992	0.427	0.556
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:t:43650493-43650712	gene:ENSG00000106603_1_AI_2	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	True	C2_C1_intron	43650713-43656032	False	False	False	0.016	0.015	0.001	0.933	1.0	0.969	1.0	0.028	-0.013	0.286	0.619	0.174	0.381	0.014	0.079	0.143	0.158	0.19	0.016	0.001	0.657	0.771	0.715	0.486	-0.0	0.933	1.0	0.752	1.0	-0.013	0.563	0.563	0.248	0.413
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:t:43650493-43650712	gene:ENSG00000106603_1_AI_2	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	False	C2_C1_spliced	43650712-43729429	False	False	False	0.942	0.92	0.022	0.4	0.733	0.406	0.533	0.806	0.136	0.095	0.095	0.04	0.095	-0.114	0.079	0.143	0.058	0.032	0.749	-0.171	0.029	0.029	0.039	0.029	-0.193	0.133	0.133	0.036	0.133	-0.057	0.286	0.563	0.347	0.19
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:s:43656033-43656153	gene:ENSG00000106603_1_AI_3	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	True	C1_C2_intron	43650713-43656032	False	False	False								0.079											0.077											-0.002	0.229	0.4	0.262	0.229
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:s:43656033-43656153	gene:ENSG00000106603_1_AI_3	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	True	C1_C2_spliced	43648652-43656033	False	False	False								0.376											0.533											0.156	0.229	0.4	0.066	0.114
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:s:43729429-43729717	gene:ENSG00000106603_1_ale_1	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	False	Proximal	43665722-43729429	False	False	False	0.069	0.066	0.003	0.348	0.424	0.858	0.914	0.051	0.018	0.468	0.563	0.538	0.556	-0.015	0.528	0.688	0.449	0.429	0.066	0.0	0.495	0.924	0.949	0.762	-0.003	0.657	0.771	0.881	1.0	0.015	0.286	0.563	0.409	0.556
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:s:43729429-43729717	gene:ENSG00000106603_1_ale_1	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	False	Distal	43648652-43729429	False	False	True	0.784	0.783	0.001	0.938	0.924	0.789	0.914	0.452	0.332	0.016	0.016	0.001	0.016	-0.331	0.004	0.004	0.0	0.004	0.407	-0.376	0.01	0.01	0.001	0.01	-0.377	0.029	0.029	0.0	0.029	-0.045	0.143	0.143	0.221	0.286
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:s:43729429-43729717	gene:ENSG00000106603_1_MES_1	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	False	C1_C2	43648652-43729429	False	False	True	0.784	0.783	0.001	0.938	0.924	0.789	0.914	0.452	0.332	0.016	0.016	0.001	0.016	-0.331	0.004	0.004	0.0	0.004	0.407	-0.376	0.01	0.01	0.001	0.01	-0.377	0.029	0.029	0.0	0.029	-0.045	0.143	0.143	0.221	0.286
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:s:43729429-43729717	gene:ENSG00000106603_1_MES_1	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	False	C1_A	43665722-43729429	False	False	True	0.784	0.783	0.001	0.938	0.924	0.789	0.914	0.452	0.332	0.016	0.016	0.001	0.016	-0.331	0.004	0.004	0.0	0.004	0.407	-0.376	0.01	0.01	0.001	0.01	-0.377	0.029	0.029	0.0	0.029	-0.045	0.143	0.143	0.221	0.286
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:t:43648188-43650296	gene:ENSG00000106603_1_MES_1	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	False	C2_C1	43648652-43729429	False	False	True	0.864	0.819	0.045	0.495	0.924	0.21	0.352	0.56	0.304	0.016	0.016	0.0	0.016	-0.259	0.004	0.004	0.0	0.004	0.475	-0.344	0.01	0.01	0.003	0.01	-0.39	0.029	0.029	0.003	0.029	-0.085	0.468	0.563	0.273	0.286
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:t:43648188-43650296	gene:ENSG00000106603_1_MES_1	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	False	A_C2	43648652-43650493	False	False	True	0.864	0.819	0.045	0.495	0.924	0.21	0.352	0.56	0.304	0.016	0.016	0.0	0.016	-0.259	0.004	0.004	0.0	0.004	0.475	-0.344	0.01	0.01	0.003	0.01	-0.39	0.029	0.029	0.003	0.029	-0.085	0.468	0.563	0.273	0.286
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:s:43729429-43729717	gene:ENSG00000106603_1_MES_2	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	False	C1_C2	43648652-43729429	False	False	True	0.784	0.783	0.001	0.938	0.924	0.789	0.914	0.452	0.332	0.016	0.016	0.001	0.016	-0.331	0.004	0.004	0.0	0.004	0.407	-0.376	0.01	0.01	0.001	0.01	-0.377	0.029	0.029	0.0	0.029	-0.045	0.143	0.143	0.221	0.286
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:s:43729429-43729717	gene:ENSG00000106603_1_MES_2	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	False	C1_A	43665722-43729429	False	False	True	0.784	0.783	0.001	0.938	0.924	0.789	0.914	0.452	0.332	0.016	0.016	0.001	0.016	-0.331	0.004	0.004	0.0	0.004	0.407	-0.376	0.01	0.01	0.001	0.01	-0.377	0.029	0.029	0.0	0.029	-0.045	0.143	0.143	0.221	0.286
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:t:43648188-43650296	gene:ENSG00000106603_1_MES_2	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	False	C2_C1	43648652-43729429	False	False	True	0.864	0.819	0.045	0.495	0.924	0.21	0.352	0.56	0.304	0.016	0.016	0.0	0.016	-0.259	0.004	0.004	0.0	0.004	0.475	-0.344	0.01	0.01	0.003	0.01	-0.39	0.029	0.029	0.003	0.029	-0.085	0.468	0.563	0.273	0.286
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:t:43648188-43650296	gene:ENSG00000106603_1_MES_2	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	False	A_C2	43648652-43650612	False	False	True	0.864	0.819	0.045	0.495	0.924	0.21	0.352	0.56	0.304	0.016	0.016	0.0	0.016	-0.259	0.004	0.004	0.0	0.004	0.475	-0.344	0.01	0.01	0.003	0.01	-0.39	0.029	0.029	0.003	0.029	-0.085	0.468	0.563	0.273	0.286
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:s:43729429-43729717	gene:ENSG00000106603_1_MES_3	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	False	C1_C2	43650712-43729429	False	False	False	0.124	0.138	-0.015	0.495	0.924	0.375	0.352	0.234	-0.11	0.016	0.016	0.005	0.016	0.095	0.026	0.048	0.006	0.009	0.195	0.056	0.095	0.095	0.048	0.067	0.071	0.229	0.229	0.043	0.114	-0.039	0.079	0.143	0.073	0.111
gene:ENSG00000106603_1	gene:ENSG00000106603	COA1	7	-	gene:ENSG00000106603:s:43729429-43729717	gene:ENSG00000106603_1_MES_3	True	cassette^6|alt5^1|ir^3|ale^1|multi_exon_spanning^5	False	C1_A	43665722-43729429	False	False	False	0.124	0.138	-0.015	0.495	0.924	0.375	0.352	0.234	-0.11	0.016	0.016	0.005	0.016	0.095	0.026	0.048	0.006	0.009	0.195	0.056	0.095	0.095	0.048	0.067	0.071	0.229	0.229	0.043	0.114	-0.039	0.079	0.143	0.073	0.111
